hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,601,2017,March,9,2,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0,0,Canceled,2015-10-21
City Hotel,0,130,2016,October,45,31,1,2,2,1.0,0,BB,LUX,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,153.3,0,1,Check-Out,2016-11-03
City Hotel,1,151,2016,June,27,27,1,0,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,E,E,0,Non Refund,191.0,,0,Transient,200.0,0,0,Canceled,2016-02-12
Resort Hotel,0,233,2016,September,39,18,1,0,2,0.0,0,HB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,104.0,0,1,Check-Out,2016-09-19
City Hotel,1,28,2016,September,36,1,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.0,0,2,Canceled,2016-08-08
City Hotel,1,285,2017,August,31,1,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Canceled,2016-12-28
City Hotel,1,36,2016,March,13,25,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.4,0,1,Canceled,2016-03-19
Resort Hotel,0,0,2015,October,44,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,325.0,0,Transient-Party,48.0,1,0,Check-Out,2015-10-29
City Hotel,1,36,2016,December,50,10,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,2,Canceled,2016-11-06
Resort Hotel,1,178,2017,June,26,28,2,8,2,1.0,1,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,175.0,,0,Transient,106.56,0,0,Canceled,2017-02-06
Resort Hotel,0,96,2016,August,32,1,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,241.0,0,0,Check-Out,2016-08-05
Resort Hotel,0,167,2016,August,34,18,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,157.2,0,0,Check-Out,2016-08-22
City Hotel,0,5,2016,December,50,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,101.0,0,1,Check-Out,2016-12-11
Resort Hotel,0,37,2016,May,19,7,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,95.0,0,1,Check-Out,2016-05-11
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-06-26
Resort Hotel,0,292,2016,November,45,3,0,1,2,0.0,0,BB,UKR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,,0,Transient-Party,38.0,0,1,Check-Out,2016-11-04
City Hotel,0,24,2015,September,36,3,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,80.85,0,1,Check-Out,2015-09-05
Resort Hotel,0,119,2016,May,20,14,4,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.0,0,0,Check-Out,2016-05-24
Resort Hotel,1,250,2016,June,23,2,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1,Canceled,2016-02-12
Resort Hotel,1,129,2016,October,44,28,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,48.95,0,2,Canceled,2016-09-02
City Hotel,0,31,2017,May,21,22,1,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7.0,,0,Transient,144.4,0,1,Check-Out,2017-05-25
City Hotel,1,32,2017,August,33,14,1,2,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Canceled,2017-07-15
Resort Hotel,0,61,2015,August,33,9,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149.0,,0,Transient,173.0,1,1,Check-Out,2015-08-16
City Hotel,1,56,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0,0,Canceled,2016-06-02
City Hotel,1,9,2017,March,9,4,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-03-01
City Hotel,1,297,2015,August,33,10,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,60.0,0,0,Canceled,2015-07-02
City Hotel,0,4,2016,February,8,19,1,2,2,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,76.8,0,0,Check-Out,2016-02-22
City Hotel,0,237,2015,September,38,14,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.75,0,0,Check-Out,2015-09-17
Resort Hotel,0,101,2016,January,4,22,0,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,66.98,1,0,Check-Out,2016-01-24
City Hotel,0,84,2017,August,33,15,0,4,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,215.0,0,3,Check-Out,2017-08-19
City Hotel,0,32,2016,December,49,2,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,88.0,0,2,Check-Out,2016-12-04
Resort Hotel,0,169,2016,July,27,2,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,120.1,0,0,Check-Out,2016-07-16
City Hotel,0,47,2016,September,37,10,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,C,1,No Deposit,1.0,,0,Transient-Party,96.0,0,1,Check-Out,2016-09-12
City Hotel,1,272,2015,July,29,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
Resort Hotel,0,21,2015,September,39,23,0,1,2,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,,110.0,0,Transient-Party,108.65,0,0,Check-Out,2015-09-24
Resort Hotel,0,13,2015,November,48,22,2,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,22.5,0,0,Check-Out,2015-11-26
City Hotel,1,321,2017,April,15,14,1,2,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,1,Canceled,2017-01-22
City Hotel,0,47,2017,August,33,14,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,2017-08-17
Resort Hotel,0,213,2016,May,20,12,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient-Party,58.95,0,2,Check-Out,2016-05-22
City Hotel,0,241,2015,October,43,19,1,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-10-22
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18
Resort Hotel,0,70,2016,April,17,20,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.0,0,1,Check-Out,2016-04-25
Resort Hotel,1,161,2015,September,36,1,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,93.12,0,2,Canceled,2015-07-01
Resort Hotel,0,33,2015,August,32,8,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242.0,,0,Transient,243.0,0,0,Check-Out,2015-08-15
City Hotel,0,4,2017,March,10,6,1,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.4,0,0,Check-Out,2017-03-07
Resort Hotel,0,1,2016,September,39,20,0,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,195.0,0,Transient,0.0,0,0,Check-Out,2016-09-20
City Hotel,1,62,2015,July,27,2,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,76.5,0,1,No-Show,2015-07-02
City Hotel,0,90,2016,March,11,6,2,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,74.95,0,0,Check-Out,2016-03-11
City Hotel,0,98,2015,November,48,23,1,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,D,1,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-27
City Hotel,0,59,2017,July,31,30,1,0,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Check-Out,2017-07-31
City Hotel,0,69,2016,August,33,13,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Check-Out,2016-08-17
Resort Hotel,0,292,2016,November,45,3,0,1,2,0.0,0,BB,UKR,Groups,TA/TO,0,0,0,A,C,1,No Deposit,368.0,,0,Transient-Party,38.0,0,1,Check-Out,2016-11-04
City Hotel,1,123,2016,September,39,20,1,5,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,0,Canceled,2016-07-26
Resort Hotel,0,2,2015,November,47,18,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,146.0,,0,Transient,31.0,1,0,Check-Out,2015-11-19
Resort Hotel,0,49,2016,March,10,5,2,2,1,0.0,0,HB,DEU,Groups,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,66.0,0,0,Check-Out,2016-03-09
City Hotel,1,119,2017,April,15,11,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.0,0,1,Canceled,2016-12-18
City Hotel,0,112,2016,March,13,21,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,7.0,,0,Transient,58.9,0,0,Check-Out,2016-03-24
City Hotel,0,40,2015,November,45,2,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,28.0,,0,Transient,60.0,0,0,Check-Out,2015-11-06
City Hotel,1,69,2015,July,30,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,2,Canceled,2015-05-18
City Hotel,0,58,2016,March,10,4,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.3,0,1,Check-Out,2016-03-06
City Hotel,0,40,2017,June,24,17,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,1,Check-Out,2017-06-18
City Hotel,0,207,2017,May,18,2,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Check-Out,2017-05-05
Resort Hotel,0,2,2017,March,13,31,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,,,0,Transient,95.0,0,2,Check-Out,2017-04-01
City Hotel,0,32,2017,April,14,8,1,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0,Check-Out,2017-04-10
City Hotel,0,12,2015,October,41,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-08
City Hotel,0,57,2016,April,17,23,2,1,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,177.3,0,2,Check-Out,2016-04-26
City Hotel,0,42,2015,December,53,28,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Contract,91.5,1,0,Check-Out,2015-12-30
City Hotel,0,43,2015,October,43,23,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,2.0,,0,Transient-Party,0.0,0,0,Check-Out,2015-10-24
City Hotel,0,76,2016,April,14,2,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,87.3,0,1,Check-Out,2016-04-05
City Hotel,0,43,2015,July,27,3,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,63.0,0,0,Check-Out,2015-07-05
Resort Hotel,1,7,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,127.25,0,1,Canceled,2015-07-13
Resort Hotel,0,24,2017,February,8,20,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,38.4,0,0,Check-Out,2017-02-23
Resort Hotel,1,0,2017,April,14,7,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,0,Canceled,2017-04-07
City Hotel,0,84,2016,September,40,27,0,3,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,3,Check-Out,2016-09-30
City Hotel,0,208,2017,August,31,2,0,1,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,157.0,0,1,Check-Out,2017-08-03
Resort Hotel,0,139,2016,October,43,21,2,5,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient,96.4,0,0,Check-Out,2016-10-28
City Hotel,0,48,2017,July,27,3,1,0,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Check-Out,2017-07-04
Resort Hotel,0,16,2016,March,13,21,1,0,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,43.0,0,2,Check-Out,2016-03-22
City Hotel,0,120,2015,December,53,29,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.25,0,1,Check-Out,2015-12-31
City Hotel,0,418,2016,September,40,26,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,223,Transient-Party,107.0,0,0,Check-Out,2016-09-29
Resort Hotel,0,225,2016,May,22,26,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,D,2,No Deposit,,223.0,0,Transient-Party,72.0,1,0,Check-Out,2016-05-30
City Hotel,1,275,2016,October,40,1,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.2,0,0,Canceled,2016-02-26
Resort Hotel,0,14,2016,April,18,28,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,80.0,0,1,Check-Out,2016-05-01
City Hotel,0,176,2016,August,33,8,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,112.2,0,1,Check-Out,2016-08-15
City Hotel,0,16,2017,January,1,6,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,1,Check-Out,2017-01-07
Resort Hotel,0,91,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,73.8,0,1,Check-Out,2015-07-12
City Hotel,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0,0,Canceled,2016-09-06
City Hotel,0,0,2017,February,8,25,2,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.33,0,0,Check-Out,2017-02-28
City Hotel,1,179,2016,July,27,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2016-05-10
City Hotel,1,179,2017,July,30,25,2,5,3,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,88.4,0,0,Canceled,2017-02-07
City Hotel,0,20,2016,July,30,23,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,151.0,0,1,Check-Out,2016-07-26
City Hotel,0,224,2015,October,40,2,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-05
City Hotel,1,64,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,140.0,0,0,Canceled,2016-05-05
City Hotel,1,176,2017,March,11,16,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Canceled,2016-12-04
City Hotel,1,221,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,15,Transient,80.0,0,0,Canceled,2015-11-17
City Hotel,0,3,2016,October,41,3,1,0,2,0.0,0,BB,PRT,Aviation,Corporate,1,0,1,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0,Check-Out,2016-10-04
Resort Hotel,0,24,2015,November,45,3,3,10,2,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,326.0,281.0,0,Transient,48.0,0,0,Check-Out,2015-11-16
City Hotel,0,230,2016,September,37,6,0,5,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,44.0,,0,Transient-Party,111.0,0,0,Check-Out,2016-09-11
City Hotel,0,67,2017,February,7,18,2,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1,Check-Out,2017-02-23
Resort Hotel,0,150,2017,June,22,3,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,58.7,0,1,Check-Out,2017-06-17
City Hotel,0,15,2016,March,10,3,0,3,2,2.0,0,HB,MAR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,242.33,0,2,Check-Out,2016-03-06
Resort Hotel,1,144,2017,March,11,14,4,14,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440.0,,0,Transient-Party,62.0,0,0,Canceled,2016-12-07
Resort Hotel,0,225,2016,August,35,23,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,85.3,0,0,Check-Out,2016-09-02
Resort Hotel,0,58,2016,May,20,8,2,0,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,393.0,,0,Transient-Party,75.6,0,1,Check-Out,2016-05-10
City Hotel,0,271,2015,July,29,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-17
Resort Hotel,0,6,2016,January,3,10,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2016-01-13
City Hotel,0,6,2015,December,52,20,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,77.25,0,0,Check-Out,2015-12-21
City Hotel,0,103,2016,May,19,4,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,154.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-05-07
City Hotel,0,2,2015,August,32,8,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,90.0,0,2,Check-Out,2015-08-12
City Hotel,0,224,2016,October,44,23,2,1,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,128.7,0,2,Check-Out,2016-10-26
City Hotel,1,85,2016,August,32,3,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.1,0,0,Canceled,2016-05-10
Resort Hotel,1,42,2017,August,31,4,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,212.5,0,0,Canceled,2017-07-21
City Hotel,1,43,2017,July,28,9,2,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,196.67,0,2,Canceled,2017-06-18
City Hotel,1,181,2016,August,34,20,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,1,Canceled,2016-08-20
Resort Hotel,1,7,2017,May,19,9,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,1,Canceled,2017-05-02
City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13
City Hotel,0,46,2016,March,11,11,1,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-03-14
City Hotel,0,16,2017,May,19,7,2,1,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,2,Check-Out,2017-05-10
City Hotel,0,4,2017,June,25,24,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2017-06-25
City Hotel,1,181,2016,May,19,5,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,26.0,,42,Transient,90.0,0,0,Canceled,2015-12-18
City Hotel,0,15,2016,September,39,20,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,148.0,1,1,Check-Out,2016-09-21
City Hotel,1,82,2016,July,31,25,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0,Canceled,2016-05-05
City Hotel,1,9,2016,December,53,28,0,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.2,0,1,Canceled,2016-12-22
City Hotel,0,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-09-15
Resort Hotel,0,250,2016,March,12,16,2,9,2,0.0,0,BB,CN,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,60.74,0,1,Check-Out,2016-03-27
Resort Hotel,0,158,2016,September,39,24,2,3,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,,0,Transient,113.8,0,3,Check-Out,2016-09-29
City Hotel,0,3,2016,May,19,2,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,219.0,0,Transient,98.0,1,0,Check-Out,2016-05-03
City Hotel,0,20,2016,February,8,14,1,0,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,118.0,,0,Transient,58.4,0,0,Check-Out,2016-02-15
City Hotel,0,96,2016,July,30,23,2,3,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,188.16,0,2,Check-Out,2016-07-28
Resort Hotel,0,14,2015,November,47,16,1,3,3,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,106.57,0,2,Check-Out,2015-11-20
City Hotel,1,23,2017,August,31,1,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.0,0,0,Canceled,2017-07-10
Resort Hotel,0,1,2017,May,20,17,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,76.0,0,0,Check-Out,2017-05-18
City Hotel,0,31,2017,August,33,17,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.0,0,3,Check-Out,2017-08-19
Resort Hotel,0,3,2017,January,1,6,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,69.0,0,1,Check-Out,2017-01-08
City Hotel,0,2,2016,January,4,23,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,D,D,1,No Deposit,45.0,,0,Transient,0.0,1,0,Check-Out,2016-01-24
City Hotel,1,210,2016,July,29,15,2,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,2016-03-16
City Hotel,1,57,2016,September,37,6,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,124.2,0,0,Canceled,2016-07-18
